home_ownership,annual_inc,loan_amount,loan_condition
RENT,73000,34475,Good Loan
MORTGAGE,100000,5000,Good Loan
OWN,25000,10075,Good Loan
MORTGAGE,48800,23325,Good Loan
MORTGAGE,55000,32000,Good Loan
OWN,60000,14000,Good Loan
MORTGAGE,122000,16000,Good Loan
OWN,20988,3600,Good Loan
RENT,60000,12000,Good Loan
RENT,50000,6400,Good Loan
OWN,35000,8000,Good Loan
RENT,100000,1000,Good Loan
MORTGAGE,65000,35000,Good Loan
RENT,36000,10000,Good Loan
MORTGAGE,32000,3100,Bad Loan
MORTGAGE,60000,1500,Good Loan
RENT,65000,14000,Good Loan
RENT,44000,3400,Good Loan
OWN,35000,16000,Good Loan
RENT,45000,7000,Good Loan
MORTGAGE,340000,35000,Good Loan
MORTGAGE,160000,14400,Good Loan
MORTGAGE,66000,20000,Bad Loan
RENT,85000,12000,Good Loan
MORTGAGE,82000,14000,Good Loan
MORTGAGE,48000,2500,Good Loan
RENT,57600,10000,Good Loan
MORTGAGE,110000,20000,Good Loan
RENT,77250,4000,Good Loan
MORTGAGE,64320,8000,Good Loan
RENT,62500,18400,Good Loan
MORTGAGE,87000,17000,Good Loan
MORTGAGE,130000,20000,Good Loan
RENT,85000,1200,Good Loan
RENT,15000,4950,Good Loan
MORTGAGE,70632,1500,Good Loan
RENT,60000,3000,Good Loan
MORTGAGE,107004,5700,Good Loan
RENT,36000,5000,Bad Loan
RENT,40800,15000,Bad Loan
RENT,140000,30000,Good Loan
OWN,34500,2000,Good Loan
MORTGAGE,90000,6000,Good Loan
MORTGAGE,86244,8000,Good Loan
MORTGAGE,85000,22000,Good Loan
MORTGAGE,70000,4500,Good Loan
RENT,86400,15000,Good Loan
RENT,29361,6450,Bad Loan
MORTGAGE,66100,5000,Good Loan
MORTGAGE,108000,25000,Bad Loan
RENT,90050,2400,Good Loan
MORTGAGE,56000,12000,Good Loan
MORTGAGE,80000,10000,Good Loan
MORTGAGE,160000,34000,Good Loan
MORTGAGE,260000,20000,Good Loan
RENT,250000,31700,Good Loan
RENT,125000,7500,Good Loan
MORTGAGE,54000,3800,Good Loan
MORTGAGE,33000,8000,Good Loan
MORTGAGE,75000,6000,Good Loan
MORTGAGE,59000,6000,Bad Loan
RENT,26400,8875,Good Loan
RENT,30000,3500,Good Loan
RENT,250000,35000,Good Loan
RENT,230000,35000,Good Loan
MORTGAGE,73440,27300,Good Loan
MORTGAGE,129000,31200,Good Loan
RENT,20400,4800,Good Loan
MORTGAGE,149400,7000,Good Loan
RENT,52000,4200,Good Loan
RENT,42000,3000,Good Loan
MORTGAGE,62000,5875,Good Loan
MORTGAGE,70000,17000,Good Loan
OWN,90000,35000,Good Loan
RENT,48000,2000,Bad Loan
RENT,42480,18000,Bad Loan
MORTGAGE,55000,2000,Good Loan
MORTGAGE,156000,7000,Good Loan
RENT,100000,35000,Good Loan
MORTGAGE,100000,15000,Good Loan
MORTGAGE,100000,15000,Good Loan
MORTGAGE,55000,15000,Good Loan
MORTGAGE,115000,22000,Good Loan
RENT,40000,12000,Good Loan
MORTGAGE,200000,7000,Good Loan
MORTGAGE,55000,22000,Good Loan
RENT,14400,1875,Good Loan
MORTGAGE,170000,12000,Bad Loan
MORTGAGE,74000,10000,Good Loan
RENT,30720,15500,Good Loan
MORTGAGE,38000,16300,Bad Loan
MORTGAGE,33000,4800,Good Loan
MORTGAGE,43000,15850,Good Loan
RENT,28764,12550,Good Loan
RENT,62000,5200,Good Loan
MORTGAGE,62000,29700,Good Loan
MORTGAGE,35000,4800,Good Loan
MORTGAGE,69000,12000,Bad Loan
RENT,92001,5000,Good Loan
RENT,85000,11725,Bad Loan
MORTGAGE,105000,12000,Good Loan
RENT,65000,12000,Good Loan
RENT,37500,17500,Good Loan
OWN,72000,15000,Good Loan
MORTGAGE,94000,30000,Good Loan
RENT,69996,30000,Good Loan
MORTGAGE,47148,12000,Good Loan
RENT,30000,7200,Bad Loan
MORTGAGE,70000,14400,Bad Loan
MORTGAGE,75000,12000,Good Loan
RENT,64000,10000,Good Loan
RENT,20400,5000,Good Loan
RENT,31400,3500,Good Loan
MORTGAGE,36000,2500,Good Loan
RENT,20000,5000,Good Loan
MORTGAGE,75000,19200,Good Loan
RENT,200000,22600,Good Loan
MORTGAGE,34000,10000,Good Loan
RENT,50000,9800,Bad Loan
RENT,21000,5000,Good Loan
MORTGAGE,43400,12700,Good Loan
MORTGAGE,44500,6000,Good Loan
OWN,66600,7200,Good Loan
MORTGAGE,70000,10500,Good Loan
OWN,125000,28000,Good Loan
MORTGAGE,61500,30000,Bad Loan
RENT,53700,2500,Good Loan
MORTGAGE,72000,28000,Good Loan
OWN,54000,25000,Good Loan
RENT,368000,24000,Good Loan
OWN,83660,35000,Good Loan
MORTGAGE,66000,6000,Bad Loan
RENT,45000,14000,Bad Loan
RENT,18000,6000,Good Loan
MORTGAGE,115000,18000,Good Loan
RENT,79000,12000,Good Loan
MORTGAGE,36000,12600,Good Loan
MORTGAGE,127000,16800,Good Loan
RENT,50000,16500,Bad Loan
OWN,60000,26500,Bad Loan
RENT,80000,3600,Good Loan
MORTGAGE,62845,35000,Good Loan
MORTGAGE,128800,35000,Good Loan
MORTGAGE,43992,10000,Good Loan
MORTGAGE,55000,2500,Good Loan
MORTGAGE,112000,6000,Good Loan
MORTGAGE,61000,4000,Good Loan
MORTGAGE,78000,12000,Good Loan
RENT,65000,5300,Good Loan
MORTGAGE,50000,12000,Good Loan
MORTGAGE,36000,3600,Good Loan
MORTGAGE,175000,28000,Good Loan
MORTGAGE,135000,12000,Bad Loan
MORTGAGE,99996,6000,Good Loan
RENT,30000,9000,Good Loan
RENT,45000,13200,Bad Loan
RENT,22356,6000,Good Loan
RENT,100800,25000,Bad Loan
MORTGAGE,85000,7200,Good Loan
OWN,35000,7500,Good Loan
MORTGAGE,33600,7125,Good Loan
MORTGAGE,52000,1800,Good Loan
MORTGAGE,60000,24000,Good Loan
MORTGAGE,64000,2100,Good Loan
RENT,60000,12000,Bad Loan
MORTGAGE,50000,7800,Good Loan
MORTGAGE,90000,8000,Good Loan
MORTGAGE,73000,25000,Good Loan
RENT,80800,12000,Good Loan
MORTGAGE,96000,1500,Good Loan
MORTGAGE,60000,5600,Good Loan
MORTGAGE,110888,10400,Good Loan
RENT,81000,6225,Good Loan
MORTGAGE,150000,12000,Good Loan
MORTGAGE,115000,28000,Good Loan
MORTGAGE,102000,4800,Bad Loan
RENT,68666,21000,Good Loan
RENT,20485,5575,Good Loan
RENT,52500,15250,Bad Loan
RENT,45000,12000,Good Loan
OWN,70000,17625,Good Loan
OWN,52500,20000,Bad Loan
MORTGAGE,88000,15000,Good Loan
OWN,22800,7000,Good Loan
MORTGAGE,122000,15000,Good Loan
RENT,72000,9200,Good Loan
RENT,48000,12000,Good Loan
RENT,53000,6000,Good Loan
RENT,30000,7200,Bad Loan
RENT,38500,12800,Good Loan
MORTGAGE,39000,23000,Bad Loan
MORTGAGE,150000,8000,Good Loan
RENT,122400,35000,Bad Loan
RENT,26436,4450,Good Loan
MORTGAGE,50000,5400,Good Loan
RENT,50000,12000,Good Loan
MORTGAGE,80000,3000,Good Loan
RENT,55200,4800,Good Loan
RENT,50000,6500,Good Loan
MORTGAGE,100000,10000,Good Loan
MORTGAGE,76000,3600,Good Loan
RENT,40000,2000,Good Loan
MORTGAGE,28800,1400,Bad Loan
RENT,70000,4200,Bad Loan
MORTGAGE,135000,30000,Good Loan
RENT,64000,23000,Good Loan
OWN,33600,5000,Good Loan
MORTGAGE,60000,23275,Good Loan
MORTGAGE,51600,30000,Bad Loan
OWN,47000,4000,Good Loan
MORTGAGE,52000,8400,Good Loan
MORTGAGE,90000,15600,Good Loan
MORTGAGE,145000,28000,Good Loan
MORTGAGE,102500,11800,Good Loan
RENT,12000,4200,Good Loan
MORTGAGE,120155,12000,Good Loan
RENT,83195,13000,Good Loan
MORTGAGE,42000,12000,Good Loan
RENT,37200,7200,Good Loan
RENT,80000,35000,Bad Loan
RENT,63900,8600,Good Loan
MORTGAGE,100000,12000,Good Loan
MORTGAGE,45000,6000,Good Loan
MORTGAGE,102000,12000,Good Loan
RENT,75000,35000,Good Loan
MORTGAGE,110000,30000,Good Loan
RENT,60000,10250,Good Loan
MORTGAGE,97000,14000,Good Loan
MORTGAGE,96000,24000,Good Loan
MORTGAGE,130000,35000,Good Loan
RENT,73000,35000,Good Loan
RENT,45000,2000,Good Loan
RENT,155000,35000,Good Loan
MORTGAGE,33000,2000,Bad Loan
MORTGAGE,26004,10000,Good Loan
MORTGAGE,130000,5000,Good Loan
MORTGAGE,64000,5200,Good Loan
RENT,72000,12000,Good Loan
MORTGAGE,40000,4000,Good Loan
RENT,30000,1500,Good Loan
MORTGAGE,48000,14000,Bad Loan
RENT,75000,12000,Good Loan
RENT,130000,35000,Bad Loan
RENT,150000,5000,Good Loan
MORTGAGE,60000,6000,Good Loan
RENT,34400,4200,Good Loan
MORTGAGE,60000,9000,Good Loan
MORTGAGE,76000,6000,Good Loan
MORTGAGE,57600,10500,Good Loan
RENT,75000,3875,Good Loan
MORTGAGE,49200,4800,Good Loan
RENT,63000,11000,Good Loan
MORTGAGE,68000,8000,Good Loan
RENT,86000,12000,Good Loan
MORTGAGE,116000,30000,Good Loan
RENT,54590,5000,Good Loan
MORTGAGE,28000,9600,Good Loan
RENT,66000,33000,Good Loan
MORTGAGE,74004,7125,Good Loan
MORTGAGE,240000,8400,Good Loan
MORTGAGE,80000,35000,Good Loan
RENT,78000,19000,Good Loan
MORTGAGE,75900,15000,Bad Loan
RENT,83200,8000,Good Loan
MORTGAGE,109000,20000,Good Loan
RENT,32000,15000,Good Loan
MORTGAGE,130000,35000,Bad Loan
RENT,50000,10000,Good Loan
RENT,50000,25200,Good Loan
MORTGAGE,104000,9000,Good Loan
RENT,54000,13275,Good Loan
RENT,48000,18000,Bad Loan
MORTGAGE,65004,5500,Good Loan
RENT,80000,10000,Good Loan
OWN,42000,6500,Good Loan
RENT,21600,2400,Good Loan
MORTGAGE,32000,1000,Good Loan
OWN,63000,5000,Good Loan
MORTGAGE,45000,3800,Good Loan
MORTGAGE,60000,10000,Good Loan
MORTGAGE,45996,1500,Good Loan
RENT,45000,4800,Good Loan
OWN,102000,23800,Bad Loan
RENT,61000,2000,Good Loan
MORTGAGE,85900,20000,Good Loan
RENT,98850,14500,Good Loan
MORTGAGE,52000,8325,Good Loan
MORTGAGE,180000,35000,Good Loan
MORTGAGE,125000,16000,Good Loan
RENT,32004,2000,Good Loan
RENT,80000,9600,Good Loan
RENT,56000,3000,Good Loan
OWN,62400,32000,Good Loan
OWN,15300,2500,Good Loan
MORTGAGE,80000,25000,Good Loan
MORTGAGE,82000,19075,Good Loan
RENT,87996,12000,Good Loan
MORTGAGE,136173,8000,Good Loan
RENT,39996,5000,Good Loan
MORTGAGE,73527,12000,Good Loan
MORTGAGE,81996,7500,Good Loan
MORTGAGE,300000,21000,Good Loan
OWN,60000,15600,Bad Loan
MORTGAGE,48000,5600,Good Loan
RENT,24000,2400,Good Loan
RENT,80000,7000,Good Loan
MORTGAGE,82532,6000,Good Loan
MORTGAGE,60000,3000,Good Loan
MORTGAGE,90000,12000,Good Loan
MORTGAGE,70000,5000,Good Loan
MORTGAGE,80000,16500,Good Loan
MORTGAGE,36000,11200,Bad Loan
MORTGAGE,65000,16000,Good Loan
MORTGAGE,28000,17000,Bad Loan
MORTGAGE,60000,5000,Good Loan
RENT,71016,14000,Good Loan
OWN,28700,12875,Good Loan
MORTGAGE,55236,6500,Good Loan
MORTGAGE,165000,12000,Good Loan
RENT,86400,2800,Good Loan
MORTGAGE,75000,8150,Good Loan
MORTGAGE,40000,16450,Good Loan
MORTGAGE,113000,15000,Good Loan
MORTGAGE,45000,8000,Good Loan
MORTGAGE,76700,14800,Good Loan
MORTGAGE,70000,12800,Good Loan
RENT,40000,14000,Good Loan
RENT,38000,8000,Good Loan
MORTGAGE,95832,2500,Good Loan
RENT,39600,1500,Good Loan
RENT,40000,6000,Good Loan
MORTGAGE,108000,35000,Good Loan
MORTGAGE,35640,10000,Good Loan
RENT,60000,9000,Good Loan
MORTGAGE,75000,21600,Good Loan
RENT,115154,3000,Good Loan
RENT,100000,35000,Good Loan
RENT,43000,4900,Good Loan
RENT,187000,12000,Bad Loan
OWN,26300,7500,Good Loan
RENT,12480,1000,Good Loan
RENT,40000,1000,Good Loan
MORTGAGE,66996,4000,Good Loan
RENT,32000,4500,Good Loan
RENT,24000,5000,Good Loan
RENT,27000,9000,Bad Loan
RENT,109000,35000,Good Loan
RENT,57000,8000,Good Loan
RENT,102000,12000,Good Loan
MORTGAGE,42090,23600,Good Loan
MORTGAGE,64000,12000,Good Loan
RENT,60500,2400,Good Loan
RENT,55000,7500,Good Loan
MORTGAGE,112000,34525,Good Loan
MORTGAGE,80000,6000,Good Loan
MORTGAGE,109000,3950,Good Loan
RENT,19200,1800,Good Loan
RENT,64000,6800,Good Loan
RENT,56000,6650,Good Loan
MORTGAGE,80000,31025,Good Loan
RENT,20004,1500,Good Loan
MORTGAGE,45000,14000,Good Loan
RENT,57000,6000,Good Loan
MORTGAGE,95000,7500,Good Loan
MORTGAGE,102000,35000,Good Loan
RENT,80000,16400,Good Loan
MORTGAGE,68500,16800,Good Loan
RENT,25000,3700,Good Loan
MORTGAGE,30000,5000,Good Loan
RENT,21000,3000,Good Loan
RENT,40000,7000,Good Loan
MORTGAGE,68000,20000,Good Loan
RENT,53000,9600,Good Loan
OWN,27600,14500,Good Loan
MORTGAGE,60000,19425,Good Loan
MORTGAGE,132000,24000,Bad Loan
MORTGAGE,75000,9100,Good Loan
MORTGAGE,95000,20000,Good Loan
RENT,115000,35000,Good Loan
RENT,68000,21000,Good Loan
RENT,42000,4500,Good Loan
RENT,100000,35000,Good Loan
MORTGAGE,80000,24250,Good Loan
MORTGAGE,60960,35000,Good Loan
MORTGAGE,144000,35000,Good Loan
MORTGAGE,115000,5000,Good Loan
MORTGAGE,100000,10000,Good Loan
OWN,87500,12000,Bad Loan
RENT,60000,25000,Good Loan
RENT,55000,6000,Good Loan
MORTGAGE,103000,25000,Good Loan
MORTGAGE,85000,20000,Good Loan
MORTGAGE,47690,10800,Good Loan
MORTGAGE,31000,2400,Bad Loan
MORTGAGE,162000,16000,Good Loan
RENT,75000,14000,Good Loan
MORTGAGE,30000,6500,Good Loan
RENT,30000,5000,Bad Loan
OWN,42000,10000,Good Loan
MORTGAGE,115000,35000,Bad Loan
MORTGAGE,33600,2500,Good Loan
RENT,75000,9600,Good Loan
RENT,30000,4000,Good Loan
MORTGAGE,140000,21000,Good Loan
MORTGAGE,64140,16000,Good Loan
MORTGAGE,175000,29700,Good Loan
RENT,56000,9000,Good Loan
MORTGAGE,123500,35000,Good Loan
MORTGAGE,105000,7200,Good Loan
MORTGAGE,68000,2500,Good Loan
MORTGAGE,80000,7000,Good Loan
RENT,54200,15000,Good Loan
MORTGAGE,140000,7500,Good Loan
MORTGAGE,48996,15000,Good Loan
MORTGAGE,94000,30000,Good Loan
RENT,65000,3625,Good Loan
RENT,66000,20000,Good Loan
RENT,48000,2250,Good Loan
MORTGAGE,50000,12000,Good Loan
MORTGAGE,82500,11000,Good Loan
MORTGAGE,55000,7000,Good Loan
RENT,119496,15000,Good Loan
RENT,18000,1000,Bad Loan
MORTGAGE,58000,15700,Good Loan
MORTGAGE,76728,10000,Good Loan
MORTGAGE,109000,8800,Good Loan
RENT,38000,19750,Good Loan
MORTGAGE,54000,11200,Good Loan
MORTGAGE,25000,6350,Bad Loan
MORTGAGE,132540,15000,Good Loan
RENT,75000,6775,Bad Loan
MORTGAGE,85000,6000,Bad Loan
OWN,70254,3500,Good Loan
RENT,45000,4000,Good Loan
MORTGAGE,36000,7200,Good Loan
MORTGAGE,100000,35000,Good Loan
OWN,200000,16000,Bad Loan
MORTGAGE,67200,14000,Bad Loan
MORTGAGE,140000,20000,Good Loan
RENT,30000,6000,Good Loan
RENT,45300,2500,Good Loan
RENT,24000,4400,Good Loan
RENT,45000,13250,Good Loan
RENT,24636,7925,Bad Loan
MORTGAGE,174792,22400,Bad Loan
MORTGAGE,50400,25200,Good Loan
RENT,80000,6000,Good Loan
RENT,32400,2400,Good Loan
OWN,56100,16000,Good Loan
RENT,118000,4800,Good Loan
MORTGAGE,88800,7000,Good Loan
MORTGAGE,75000,16100,Good Loan
OWN,55000,4500,Bad Loan
RENT,52852,6800,Bad Loan
MORTGAGE,92088,30000,Good Loan
RENT,56000,10000,Good Loan
RENT,55000,6000,Good Loan
MORTGAGE,50000,25475,Good Loan
MORTGAGE,82600,19450,Good Loan
RENT,43000,9000,Good Loan
RENT,86400,27000,Good Loan
RENT,70000,2400,Good Loan
MORTGAGE,132996,30000,Good Loan
MORTGAGE,115200,14000,Good Loan
MORTGAGE,150000,10000,Good Loan
RENT,90000,1950,Good Loan
RENT,31200,2900,Good Loan
MORTGAGE,40058,6000,Good Loan
RENT,33600,12800,Good Loan
RENT,30000,9000,Good Loan
MORTGAGE,51600,12000,Good Loan
MORTGAGE,140000,30000,Good Loan
RENT,24000,2450,Good Loan
MORTGAGE,42000,12000,Bad Loan
RENT,30000,8850,Good Loan
OWN,57000,15000,Good Loan
MORTGAGE,39000,5600,Bad Loan
MORTGAGE,80000,20000,Good Loan
MORTGAGE,250000,18750,Good Loan
RENT,50000,4800,Good Loan
MORTGAGE,66300,6075,Good Loan
MORTGAGE,165000,27200,Good Loan
MORTGAGE,46000,9500,Good Loan
MORTGAGE,108000,4200,Good Loan
RENT,26400,6000,Good Loan
RENT,54503,6300,Good Loan
MORTGAGE,74292,21300,Good Loan
RENT,57000,15000,Good Loan
RENT,37500,5000,Good Loan
RENT,57996,3000,Good Loan
MORTGAGE,72060,5500,Good Loan
RENT,84000,16000,Bad Loan
MORTGAGE,70000,20125,Good Loan
RENT,60000,5500,Good Loan
RENT,55000,4500,Good Loan
MORTGAGE,90000,15000,Bad Loan
RENT,72996,30000,Good Loan
MORTGAGE,110000,25000,Good Loan
MORTGAGE,102000,12000,Good Loan
RENT,36000,11625,Good Loan
OWN,52000,13200,Good Loan
MORTGAGE,38000,5000,Good Loan
RENT,50600,12000,Good Loan
RENT,56888,8000,Good Loan
RENT,39000,10000,Bad Loan
RENT,81000,25000,Good Loan
OWN,80196,30000,Good Loan
MORTGAGE,305000,35000,Good Loan
RENT,41000,4700,Good Loan
RENT,21000,1800,Good Loan
MORTGAGE,65000,7425,Good Loan
MORTGAGE,85000,25600,Good Loan
RENT,14400,4400,Good Loan
RENT,31000,3600,Good Loan
RENT,40000,16000,Good Loan
MORTGAGE,62000,30750,Good Loan
MORTGAGE,35000,5000,Good Loan
RENT,34000,19575,Good Loan
RENT,105000,2100,Bad Loan
RENT,42000,15000,Good Loan
MORTGAGE,127000,35000,Good Loan
RENT,45600,9000,Good Loan
RENT,51600,3000,Good Loan
RENT,93000,12000,Good Loan
RENT,45000,1800,Good Loan
RENT,35000,10625,Good Loan
MORTGAGE,72000,18000,Good Loan
OWN,27000,6400,Good Loan
RENT,65000,12000,Good Loan
MORTGAGE,95000,18000,Good Loan
MORTGAGE,95000,2600,Good Loan
MORTGAGE,129996,25000,Good Loan
RENT,75000,17500,Good Loan
MORTGAGE,60000,9600,Good Loan
RENT,38340,12000,Good Loan
MORTGAGE,84996,8000,Good Loan
RENT,52000,12000,Good Loan
MORTGAGE,62400,4000,Good Loan
MORTGAGE,119004,24000,Bad Loan
RENT,65000,6400,Good Loan
MORTGAGE,110000,31150,Good Loan
RENT,87500,6700,Good Loan
RENT,34800,15000,Good Loan
RENT,38400,2200,Good Loan
MORTGAGE,120000,8000,Good Loan
RENT,38000,5600,Good Loan
RENT,60000,5000,Good Loan
MORTGAGE,51654,18225,Bad Loan
OWN,60000,14125,Good Loan
RENT,49000,5000,Good Loan
MORTGAGE,48000,6000,Good Loan
MORTGAGE,81996,12000,Good Loan
OWN,68000,6000,Bad Loan
MORTGAGE,70000,5000,Good Loan
RENT,35000,5000,Good Loan
RENT,46000,3000,Good Loan
MORTGAGE,65000,7200,Good Loan
RENT,65000,9000,Good Loan
RENT,65000,6200,Good Loan
RENT,50000,4000,Good Loan
OWN,84000,26000,Good Loan
MORTGAGE,145000,14000,Good Loan
MORTGAGE,100000,15000,Good Loan
RENT,32000,2700,Good Loan
RENT,112140,21600,Good Loan
RENT,88000,13225,Good Loan
MORTGAGE,105000,28000,Bad Loan
OWN,48000,20000,Good Loan
OWN,50000,3000,Bad Loan
RENT,40000,12000,Good Loan
MORTGAGE,90000,16000,Good Loan
MORTGAGE,82000,5000,Good Loan
RENT,74400,2600,Good Loan
MORTGAGE,175000,20000,Good Loan
MORTGAGE,135000,32000,Good Loan
MORTGAGE,25200,7000,Good Loan
RENT,36960,4200,Good Loan
MORTGAGE,150000,19100,Good Loan
MORTGAGE,100000,30100,Good Loan
RENT,42672,8000,Bad Loan
RENT,63240,20000,Good Loan
RENT,7200,2200,Good Loan
RENT,160000,6000,Good Loan
MORTGAGE,130000,14000,Good Loan
OWN,18000,3000,Good Loan
RENT,25000,1000,Good Loan
MORTGAGE,74000,35000,Good Loan
OWN,39000,19000,Good Loan
RENT,56000,15000,Good Loan
OWN,54000,12000,Bad Loan
OWN,24960,1500,Good Loan
RENT,175000,4000,Good Loan
MORTGAGE,58000,11000,Good Loan
RENT,140000,20000,Good Loan
MORTGAGE,192000,35000,Good Loan
MORTGAGE,62000,6000,Good Loan
RENT,50724,6300,Good Loan
MORTGAGE,43392,14000,Bad Loan
RENT,23000,6000,Good Loan
MORTGAGE,95234,10000,Good Loan
RENT,60000,20000,Good Loan
OWN,56000,9200,Good Loan
RENT,79000,9975,Good Loan
MORTGAGE,100000,20000,Good Loan
MORTGAGE,51000,35000,Bad Loan
RENT,82500,30000,Bad Loan
MORTGAGE,72000,34000,Good Loan
MORTGAGE,43000,22750,Bad Loan
OWN,21084,7750,Good Loan
MORTGAGE,110000,22400,Good Loan
MORTGAGE,133000,12000,Good Loan
MORTGAGE,43538,24600,Good Loan
MORTGAGE,45000,1500,Bad Loan
MORTGAGE,75000,17000,Bad Loan
MORTGAGE,65000,15000,Good Loan
MORTGAGE,71000,9600,Good Loan
MORTGAGE,53724,8600,Good Loan
MORTGAGE,97200,12025,Good Loan
MORTGAGE,58000,6400,Good Loan
RENT,40000,12800,Good Loan
MORTGAGE,47000,5400,Good Loan
RENT,98000,5000,Good Loan
MORTGAGE,73000,9600,Good Loan
MORTGAGE,36000,8000,Bad Loan
OWN,36000,10000,Bad Loan
RENT,115000,7500,Good Loan
RENT,92700,14000,Good Loan
MORTGAGE,99000,18000,Good Loan
RENT,26900,8325,Good Loan
RENT,150000,25000,Bad Loan
RENT,24000,7000,Good Loan
RENT,83200,9200,Good Loan
RENT,34039,6000,Good Loan
MORTGAGE,55530,18825,Good Loan
MORTGAGE,106000,35000,Good Loan
MORTGAGE,55000,5000,Good Loan
RENT,68926,8400,Good Loan
MORTGAGE,32000,2500,Bad Loan
RENT,85000,5000,Good Loan
MORTGAGE,65000,4200,Good Loan
OWN,25000,8500,Good Loan
MORTGAGE,71000,6000,Bad Loan
MORTGAGE,45600,15350,Good Loan
RENT,75000,12000,Good Loan
MORTGAGE,51600,4200,Good Loan
MORTGAGE,80000,32350,Bad Loan
MORTGAGE,78000,5000,Good Loan
MORTGAGE,170000,35000,Good Loan
RENT,72000,7000,Good Loan
RENT,25210,2000,Good Loan
MORTGAGE,128000,12000,Good Loan
RENT,132000,10200,Good Loan
OWN,36000,15000,Good Loan
RENT,35000,3000,Bad Loan
MORTGAGE,38721,15850,Good Loan
MORTGAGE,144000,16000,Good Loan
RENT,66000,24000,Good Loan
MORTGAGE,160000,14000,Good Loan
MORTGAGE,275000,7000,Good Loan
RENT,38004,5000,Good Loan
RENT,65000,5000,Good Loan
MORTGAGE,86015,2200,Good Loan
RENT,80000,7000,Bad Loan
RENT,62400,11000,Good Loan
MORTGAGE,170000,7200,Good Loan
MORTGAGE,72000,8400,Good Loan
MORTGAGE,72000,1900,Good Loan
RENT,72000,35000,Good Loan
RENT,40000,10000,Good Loan
MORTGAGE,125000,14500,Good Loan
MORTGAGE,42000,9100,Good Loan
MORTGAGE,44004,3500,Good Loan
RENT,55782,17000,Good Loan
RENT,48000,3000,Good Loan
RENT,43000,12600,Bad Loan
RENT,130000,30000,Good Loan
RENT,14400,2200,Good Loan
MORTGAGE,78000,26375,Good Loan
RENT,120000,25600,Good Loan
RENT,69996,9600,Good Loan
RENT,83000,35000,Good Loan
MORTGAGE,50000,7200,Good Loan
RENT,75000,12000,Good Loan
RENT,156000,15000,Good Loan
RENT,50000,10000,Good Loan
MORTGAGE,30000,7600,Good Loan
MORTGAGE,65000,29300,Good Loan
RENT,50000,19600,Good Loan
RENT,40000,15000,Bad Loan
OWN,60000,14800,Good Loan
MORTGAGE,45000,3000,Good Loan
RENT,21864,4000,Good Loan
RENT,28800,15000,Good Loan
MORTGAGE,52000,6000,Good Loan
MORTGAGE,115000,25600,Good Loan
MORTGAGE,50000,15000,Good Loan
OWN,62000,15000,Good Loan
RENT,96000,20000,Good Loan
MORTGAGE,44000,4000,Good Loan
MORTGAGE,67000,3000,Good Loan
RENT,50000,17000,Good Loan
RENT,60372,18000,Good Loan
RENT,86250,9000,Good Loan
RENT,29950,3825,Good Loan
RENT,82000,14000,Good Loan
MORTGAGE,54996,4000,Good Loan
RENT,25200,6000,Good Loan
RENT,14400,2350,Good Loan
MORTGAGE,86964,3500,Bad Loan
MORTGAGE,65000,8000,Good Loan
OWN,50000,1000,Good Loan
RENT,36000,12000,Good Loan
MORTGAGE,92000,2400,Good Loan
MORTGAGE,50000,6100,Bad Loan
MORTGAGE,96000,6000,Good Loan
MORTGAGE,72000,15000,Good Loan
RENT,80000,12000,Good Loan
MORTGAGE,85200,15950,Good Loan
MORTGAGE,40000,8000,Bad Loan
RENT,19200,4000,Bad Loan
MORTGAGE,42000,25000,Good Loan
RENT,90000,7000,Good Loan
MORTGAGE,131004,25000,Good Loan
RENT,38000,7000,Bad Loan
MORTGAGE,291996,20000,Good Loan
RENT,70000,3000,Good Loan
RENT,105000,14000,Good Loan
RENT,164000,8000,Good Loan
RENT,100000,35000,Good Loan
RENT,32400,5000,Good Loan
MORTGAGE,125004,18000,Good Loan
RENT,90000,10000,Good Loan
MORTGAGE,80000,11000,Good Loan
OWN,36000,8000,Good Loan
OWN,45843,11000,Good Loan
MORTGAGE,52260,9000,Good Loan
RENT,32200,12000,Good Loan
MORTGAGE,104085,2500,Bad Loan
RENT,53000,12000,Good Loan
RENT,33000,10000,Good Loan
MORTGAGE,68000,10000,Good Loan
RENT,50000,15000,Good Loan
RENT,25000,3000,Good Loan
OWN,42000,1200,Good Loan
MORTGAGE,60000,20000,Good Loan
RENT,58000,14400,Good Loan
RENT,36000,15000,Good Loan
MORTGAGE,50000,10000,Good Loan
MORTGAGE,58000,30750,Good Loan
MORTGAGE,48000,13300,Good Loan
MORTGAGE,60000,12800,Good Loan
MORTGAGE,95004,9000,Good Loan
MORTGAGE,103000,14000,Bad Loan
RENT,71000,8000,Good Loan
MORTGAGE,48500,9350,Good Loan
OWN,21000,7500,Good Loan
